[watch] 번역 대상 총 643,769 도달 대기 (title 322,351 + desc 321,418)
[watch] 번역 처리 33,420/643,769 (5.2%)
[watch] 번역 처리 522,991/643,769 (81.2%)
[watch] 번역 처리 523,152/643,769 (81.3%)
[watch] 번역 처리 523,332/643,769 (81.3%)
[watch] 번역 처리 523,505/643,769 (81.3%)
[watch] 번역 처리 523,877/643,769 (81.4%)
[watch] 번역 처리 524,095/643,769 (81.4%)
[watch] 번역 처리 524,150/643,769 (81.4%)
[watch] 번역 처리 524,412/643,769 (81.5%)
[watch] 번역 처리 524,743/643,769 (81.5%)
[watch] 번역 처리 525,472/643,769 (81.6%)
[watch] 번역 처리 526,652/643,769 (81.8%)
[watch] 번역 처리 526,837/643,769 (81.8%)
[watch] 번역 처리 527,018/643,769 (81.9%)
[watch] 번역 처리 527,387/643,769 (81.9%)
[watch] 번역 처리 527,863/643,769 (82.0%)
[watch] 번역 처리 528,022/643,769 (82.0%)
[watch] 번역 처리 528,178/643,769 (82.0%)
[watch] 번역 처리 528,311/643,769 (82.1%)
[watch] 번역 처리 528,491/643,769 (82.1%)
[watch] 번역 처리 528,653/643,769 (82.1%)
[watch] 번역 처리 528,867/643,769 (82.2%)
[watch] 번역 처리 529,083/643,769 (82.2%)
[watch] 번역 처리 529,342/643,769 (82.2%)
[watch] 번역 처리 529,717/643,769 (82.3%)
[watch] 번역 처리 530,110/643,769 (82.3%)
[watch] 번역 처리 530,428/643,769 (82.4%)
[watch] 번역 처리 530,608/643,769 (82.4%)
[watch] 번역 처리 530,801/643,769 (82.5%)
[watch] 번역 처리 531,367/643,769 (82.5%)
[watch] 번역 처리 531,657/643,769 (82.6%)
[watch] 번역 처리 532,203/643,769 (82.7%)
[watch] 번역 처리 532,323/643,769 (82.7%)
[watch] 번역 처리 532,424/643,769 (82.7%)
[watch] 번역 처리 532,802/643,769 (82.8%)
[watch] 번역 처리 533,678/643,769 (82.9%)
[watch] 번역 처리 533,917/643,769 (82.9%)
[watch] 번역 처리 534,521/643,769 (83.0%)
[watch] 번역 처리 534,935/643,769 (83.1%)
[watch] 번역 처리 535,275/643,769 (83.1%)
[watch] 번역 처리 535,389/643,769 (83.2%)
[watch] 번역 처리 535,528/643,769 (83.2%)
[watch] 번역 처리 535,680/643,769 (83.2%)
[watch] 번역 처리 535,786/643,769 (83.2%)
[watch] 번역 처리 535,933/643,769 (83.2%)
[watch] 번역 처리 536,129/643,769 (83.3%)
[watch] 번역 처리 536,393/643,769 (83.3%)
[watch] 번역 처리 536,570/643,769 (83.3%)
[watch] 번역 처리 536,817/643,769 (83.4%)
[watch] 번역 처리 537,000/643,769 (83.4%)
[watch] 번역 처리 537,107/643,769 (83.4%)
[watch] 번역 처리 537,181/643,769 (83.4%)
[watch] 번역 처리 537,258/643,769 (83.5%)
[watch] 번역 처리 537,328/643,769 (83.5%)
[watch] 번역 처리 537,403/643,769 (83.5%)
[watch] 번역 처리 537,477/643,769 (83.5%)
[watch] 번역 처리 537,675/643,769 (83.5%)
[watch] 번역 처리 537,927/643,769 (83.6%)
[watch] 번역 처리 538,230/643,769 (83.6%)
[watch] 번역 처리 538,501/643,769 (83.6%)
[watch] 번역 처리 538,783/643,769 (83.7%)
[watch] 번역 처리 539,039/643,769 (83.7%)
[watch] 번역 처리 539,599/643,769 (83.8%)
[watch] 번역 처리 539,997/643,769 (83.9%)
[watch] 번역 처리 540,093/643,769 (83.9%)
[watch] 번역 처리 540,186/643,769 (83.9%)
[watch] 번역 처리 540,301/643,769 (83.9%)
[watch] 번역 처리 540,359/643,769 (83.9%)
[watch] 번역 처리 540,421/643,769 (83.9%)
[watch] 번역 처리 540,511/643,769 (84.0%)
[watch] 번역 처리 540,642/643,769 (84.0%)
[watch] 번역 처리 540,794/643,769 (84.0%)
[watch] 번역 처리 541,069/643,769 (84.0%)
[watch] 번역 처리 541,232/643,769 (84.1%)
[watch] 번역 처리 541,476/643,769 (84.1%)
[watch] 번역 처리 541,640/643,769 (84.1%)
[watch] 번역 처리 541,731/643,769 (84.1%)
[watch] 번역 처리 541,825/643,769 (84.2%)
[watch] 번역 처리 542,094/643,769 (84.2%)
[watch] 번역 처리 542,398/643,769 (84.3%)
[watch] 번역 처리 542,701/643,769 (84.3%)
[watch] 번역 처리 542,840/643,769 (84.3%)
[watch] 번역 처리 543,033/643,769 (84.4%)
[watch] 번역 처리 543,132/643,769 (84.4%)
[watch] 번역 처리 543,257/643,769 (84.4%)
[watch] 번역 처리 543,464/643,769 (84.4%)
[watch] 번역 처리 543,673/643,769 (84.5%)
[watch] 번역 처리 543,863/643,769 (84.5%)
[watch] 번역 처리 544,068/643,769 (84.5%)
[watch] 번역 처리 544,245/643,769 (84.5%)
[watch] 번역 처리 544,393/643,769 (84.6%)
[watch] 번역 처리 544,612/643,769 (84.6%)
[watch] 번역 처리 545,000/643,769 (84.7%)
[watch] 번역 처리 545,332/643,769 (84.7%)
