site_id,sheet,collected,max_to_collect,source,exact_or_lowerbound,gap,health,observed_pdf_rate,projected_pdf_count,projected_storage_gb,corrected_max,correction_source,n_corroborating,confidence,corrected_storage_gb
insight-centre-org-press-releases,Irish Research Centers,54,2560,custom_api,exact,2506,,0.0,0,0.0,2560,capacity_final.csv,3,unchanged,0.0
international-andra-fr-documents-and-visual,French Research Institutes,34,20,api_html_count_regex,exact,-14,,1.0,20,0.24,34,full_survey_totals.csv,1,single_source,0.41
international-canada-ca-en,Canada Ministries,14,2,count_crawl,exact,-12,,0.0,1,0.01,14,count_only_c_full.csv,5,corroborated,0.07
international-gc-ca-transparency-transpa,Canada Ministries,22,2,count_crawl,exact,-20,,0.0,0,0.0,14,count_only_c_full.csv,5,corroborated,0.0
ir-arcnl-nl,Dutch Research Centers,452,373,count_timeout,lower_bound,-79,,0.9314,347,2.72,7988,count_only_c_full.csv,1,single_source,58.25
ir-cwi-nl,Dutch Research Centers,592,375,count_timeout,lower_bound,-217,,0.7686,288,1.4,4041,count_only_capped_1h.csv,1,single_source,15.09
ir-lib-uth-gr-xmlui,Greece Research Centers,843,55971,api_oai_resumption,exact,55128,,1.0,55971,195.01,55971,capacity_final.csv,3,unchanged,195.01
irb-usi-ch-publications,Switzerland Research Centers,558,1,count_timeout,lower_bound,-557,,0.0,0,0.0,583,count_only_c_full.csv,6,corroborated,0.0
ird-hal-science-search,French Research Institutes,1144,2185,hal_api,exact,1041,,0.9904,2164,12.23,88988,crawler_health_final.csv,2,corroborated,498.09
iris-unitn-it,Italy Research centers,10521,,,unmeasured,,,0.0,,,20626,count_only_c_full.csv,1,single_source,61.2
irpp-org-about-the-irpp,Canadian Research Centers,25,44,api_wordpress_posts,exact,19,,1.0,44,0.14,44,capacity_final.csv,2,unchanged,0.14
irpp-org-media,Canadian Research Centers,487,44,api_wordpress_posts,exact,-443,,0.0411,2,0.0,99,full_survey_totals.csv,1,single_source,0.0
irsn-fr-actualites,French Research Institutes,274,274,count_crawl,exact,0,,0.0584,16,0.01,274,capacity_final.csv,7,unchanged,0.01
isae-ensma-hal-science-search,French Public Universities,14,3474,hal_api,exact,3460,,1.0,2004,13.91,9836,crawler_health_final.csv,1,single_source,39.38
issibern-ch-outreach,Switzerland Research Centers,157,,,unmeasured,,error,0.0637,,,159,count_only_capped_1h.csv,3,corroborated,0.47
issibern-ch-results,Switzerland Research Centers,495,49,count_crawl,exact,-446,,0.0,0,0.0,86,count_only_totalscan.csv,1,single_source,0.0
issnationallab-org-about,American Research Institutes,82,1586,api_wordpress_posts,exact,1504,,0.9024,1431,0.91,1586,capacity_final.csv,2,unchanged,0.91
issnationallab-org-press-releases,American Research Institutes,561,1586,api_wordpress_posts,exact,1025,,0.0,0,0.0,1586,capacity_final.csv,2,unchanged,0.0
issnationallab-org-publications,American Research Institutes,205,206,api_wordpress_publications,exact,1,,0.0,0,0.0,206,capacity_final.csv,3,unchanged,0.0
issnationallab-org-research-and-science,American Research Institutes,12,54,api_wordpress_opportunities,exact,42,,0.0,31,0.17,54,capacity_final.csv,2,unchanged,0.17
iucn-org-about-iucn,Switzerland Research Centers,19,19,count_crawl,exact,0,,1.0,11,0.07,19,capacity_final.csv,11,unchanged,0.07
iucn-org-press-releases,Switzerland Research Centers,68,69,count_crawl,exact,1,,0.0,0,0.0,69,capacity_final.csv,6,unchanged,0.0
iucn-org-resources,Switzerland Research Centers,6,6,count_crawl,exact,0,,1.0,3,0.01,6,capacity_final.csv,6,unchanged,0.01
ivo-se-sok,스웨덴 완료,134,10,count_crawl,exact,-124,,0.9851,10,0.01,139,count_only_capped_1h.csv,7,corroborated,0.14
iwhr-com-zgskywwnew,중국 완료,62,,,unmeasured,,zero_parsed,0.4839,,,0,count_only_c_full.csv,0,single_source,0.0
jeju-go-kr-news,한국완료,1087,432,count_timeout,lower_bound,-655,,0.0175,8,0.09,6221,count_only_c_full.csv,1,single_source,1.3
jeonnam-go-kr-m7116,한국완료,770,300,count_timeout,lower_bound,-470,,1.0,300,0.07,440,count_only_capped_1h.csv,5,corroborated,0.1
jgi-doe-gov-user-science,American Research Institutes,682,6,api_html_count_regex,exact,-676,,0.0836,1,0.0,12,full_survey_totals.csv,1,single_source,0.0
jic-ac-uk-news-events,영국완료,1138,1139,api_wordpress_posts,exact,1,,0.0,0,0.0,1139,capacity_final.csv,3,unchanged,0.0
jsearch-mwr-gov-cn-irs-c-web,중국 완료,2499,1685,count_timeout,lower_bound,-814,,0.0,0,0.0,40542,count_only_c_full.csv,3,corroborated,0.0
julkaisut-valtioneuvosto-fi-search,핀란드완료,293,13781,api_dspace_rest7,exact,13488,,1.0,13781,27.19,13786,crawler_health_probe308.csv,4,corroborated,27.2
justice-gouv-fr-documentation,France Ministries,167,178,api_html_count_regex,exact,11,,0.8743,156,0.34,178,capacity_final.csv,4,unchanged,0.34
justice-gov-news,USA Executive Departments,741,493,count_timeout,lower_bound,-248,,0.0,0,0.0,1618,count_only_capped_1h.csv,3,corroborated,0.0
justice-govt-nz-publications,뉴질랜드완료,0,,,unmeasured,,,,,,0,count_only_c_full.csv,0,single_source,0.0
justice-ni-gov-uk-publications,영국완료,228,11,count_crawl,exact,-217,,0.9079,10,0.01,1895,big_totals.csv,1,single_source,1.72
justitsministeriet-dk-forskning,덴마크완료,24,24,count_crawl,exact,0,,1.0,24,0.08,24,capacity_final.csv,11,unchanged,0.08
justitsministeriet-dk-pressemeddelelse,덴마크완료,346,321,count_timeout,lower_bound,-25,,0.3844,123,0.24,589,count_only_c_full.csv,4,corroborated,0.44
juventudeinfancia-gob-es-es,Spain Ministries,306,124,count_timeout,lower_bound,-182,,0.0915,11,0.02,307,count_only_c_full.csv,4,corroborated,0.05
kamco-or-kr-portal,한국완료,19,19,count_crawl,exact,0,,0.9474,11,0.3,19,capacity_final.csv,6,unchanged,0.3
kammarkollegiet-se-aktuellt,스웨덴 완료,46,48,count_crawl,exact,2,,0.0,0,0.0,48,capacity_final.csv,6,unchanged,0.0
kasa-go-kr-bbs,한국완료,331,331,count_crawl,exact,0,,0.9486,314,0.47,932,exact_probe.csv,1,single_source,1.32
kb-se-om-oss,스웨덴 완료,80,395,custom_api,exact,315,,0.0625,25,0.09,395,capacity_final.csv,3,unchanged,0.09
kcg-go-kr-kcg,한국완료,624,342,count_timeout,lower_bound,-282,,0.9952,340,0.45,908,count_only_c_full.csv,4,corroborated,1.19
kdca-go-kr-kdca,한국완료,846,479,count_timeout,lower_bound,-367,,0.9988,478,1.16,1585,count_only_c_full.csv,4,corroborated,3.84
kedi-re-kr-khome,한국완료,519,357,count_timeout,lower_bound,-162,,0.0077,3,0.0,3092,count_only_c_full.csv,1,single_source,0.0
keei-re-kr-boardes,한국완료,452,328,count_timeout,lower_bound,-124,,1.0,328,1.75,1040,count_only_c_full.csv,4,corroborated,5.55
kefm-dk-aftaler,덴마크완료,101,102,count_crawl,exact,1,,0.8515,87,0.04,102,capacity_final.csv,6,unchanged,0.04
kei-re-kr-eliblistes,한국완료,364,453,count_timeout,lower_bound,89,,0.9753,442,6.73,583,count_only_c_full.csv,4,corroborated,8.66
keis-or-kr-keis,한국완료,22,21,count_crawl,exact,-1,,1.0,21,0.01,256,exact_probe.csv,1,single_source,0.12
kepco-co-kr-home,한국완료,400,490,count_crawl,exact,90,,0.0,0,0.0,492,count_only_c_full.csv,7,corroborated,0.0
kfss-forest-go-kr-stat,한국완료,15,2,api_html_count_regex,exact,-13,,1.0,1,0.0,15,crawler_health_probe.csv,2,corroborated,0.0
khs-go-kr-cop,한국완료,38,12,count_timeout,lower_bound,-26,,0.9737,12,0.03,13,count_only_capped_1h.csv,10,corroborated,0.03
khs-go-kr-newsbbz,한국완료,1249,0,count_timeout,lower_bound,-1249,,0.8054,0,0.0,18,count_only_totals.csv,2,corroborated,0.05
kicce-re-kr-main,한국완료,368,9,count_crawl,exact,-359,,0.9946,9,0.02,9,capacity_final.csv,11,unchanged,0.02
kice-re-kr-boardcnts,한국완료,500,279,count_timeout,lower_bound,-221,,0.232,65,0.47,78174,exact_probe.csv,1,single_source,131.69
kicj-re-kr-boardes,한국완료,154,0,count_timeout,lower_bound,-154,,0.9351,0,0.0,260,count_only_c_full.csv,4,corroborated,0.77
kiep-go-kr-galleryes,한국완료,437,377,count_timeout,lower_bound,-60,,0.5835,220,1.36,2051,count_only_capped_1h.csv,3,corroborated,7.4
kihasa-re-kr-news,한국완료,615,514,count_timeout,lower_bound,-101,,0.6,308,0.28,943,count_only_c_full.csv,4,corroborated,0.51
kihasa-re-kr-publish,한국완료,673,,,unmeasured,,fetch_fail,0.9941,,,2149,count_only_c_full.csv,1,single_source,6.38
kinfa-or-kr-notificationpromotio,한국완료,732,461,count_timeout,lower_bound,-271,,0.7883,363,0.26,766,count_only_c_full.csv,4,corroborated,0.43
kinu-or-kr-main,한국완료,432,401,count_timeout,lower_bound,-31,,0.9861,395,0.16,434,count_only_c_full.csv,7,corroborated,0.17
kipa-re-kr-html,한국완료,8,7,count_crawl,exact,-1,,0.0,4,0.02,641,count_only_c_full.csv,2,corroborated,1.83
kipf-re-kr-bbs,한국완료,352,353,count_crawl,exact,1,,0.9943,351,0.65,362,exact_probe.csv,6,corroborated,0.67
kipf-re-kr-kor,한국완료,601,206,count_crawl,exact,-395,,0.995,205,2.26,557,exact_probe.csv,1,single_source,6.11
kipo-go-kr-ko,한국완료,500,453,count_timeout,lower_bound,-47,,0.984,446,5.36,602,count_only_c_full.csv,6,corroborated,7.12
kirj-ee-archive,Estonia Research Centers,3619,24,api_wordpress_posts,exact,-3595,,1.0,24,0.03,146,full_survey_totals.csv,1,single_source,0.18
kisdi-re-kr-bbs,한국완료,502,933,count_timeout,lower_bound,431,,0.998,931,0.54,1178,count_only_capped_1h.csv,4,corroborated,0.68
kisdi-re-kr-report,한국완료,501,526,count_timeout,lower_bound,25,,1.0,526,1.88,1019,count_only_c_full.csv,4,corroborated,3.64
kit-nl-institute,Dutch Research Centers,121,72,api_wordpress_institute_employee,exact,-49,,0.7355,53,0.07,100,full_survey_totals.csv,1,single_source,0.1
kjonnsforskning-no-nb,Norway Research Centers,100,166,custom_api,exact,66,,0.0,0,0.0,166,capacity_final.csv,3,unchanged,0.0
kli-re-kr-kli,한국완료,500,499,count_timeout,lower_bound,-1,,0.972,485,2.07,2162,exact_probe.csv,1,single_source,8.97
kliimaministeerium-ee-otsing,Estonia Ministries,10,10,count_timeout,lower_bound,0,,0.0,6,0.03,4291,count_only_totalscan.csv,3,corroborated,12.87
klimaraadet-dk-da,덴마크완료,84,84,count_crawl,exact,0,,0.0119,1,0.0,84,capacity_final.csv,10,unchanged,0.0
klri-re-kr-kor,한국완료,590,303,count_timeout,lower_bound,-287,,0.3593,109,0.31,790,count_only_c_full.csv,1,single_source,0.81
kma-go-kr-kma,한국완료,86,58,count_crawl,exact,-28,,0.9884,57,0.06,60,count_only_c_full.csv,6,corroborated,0.06
kmcc-go-kr-userdo,한국완료,666,507,count_timeout,lower_bound,-159,,0.7943,403,0.51,1950,count_only_c_full.csv,4,corroborated,1.96
kmi-re-kr-web,한국완료,445,2348,custom_api,exact,1903,,0.9528,2237,1.12,2348,capacity_final.csv,3,unchanged,1.12
kna-forest-go-kr-kfsweb,한국완료,372,375,count_crawl,exact,3,,0.9892,371,13.57,375,capacity_final.csv,6,unchanged,13.57
knmi-nl-kennis-en-datacentru,Dutch Research Centers,388,796,api_html_count_regex,exact,408,,0.9871,786,3.15,796,capacity_final.csv,3,unchanged,3.15
knowledge-barnardos-ie-browse,Irish Research Centers,365,1375,api_dspace_rest7,exact,1010,,1.0,1375,2.75,1375,capacity_final.csv,5,unchanged,2.75
kommunekredit-com-about-us,덴마크완료,24,1,api_html_count_regex,exact,-23,,1.0,1,0.0,24,full_survey_totals.csv,1,single_source,0.0
kommunikasjon-ntb-no-presserom,Norway Research Centers,116,20,count_crawl,exact,-96,,0.0172,0,0.0,116,count_only_c_full.csv,9,corroborated,0.0
kostat-go-kr-boardes,한국완료,100,102,count_crawl,exact,2,,0.74,75,0.01,102,capacity_final.csv,1,unchanged,0.01
koti-re-kr-user,한국완료,373,414,count_timeout,lower_bound,41,,1.0,414,3.49,746,exact_probe.csv,2,corroborated,6.29
krei-re-kr-krei,한국완료,1450,815,count_timeout,lower_bound,-635,,0.5903,481,0.24,2097,count_only_c_full.csv,4,corroborated,0.62
krihs-re-kr-boardes,한국완료,600,547,count_timeout,lower_bound,-53,,0.8983,491,1.24,1037,count_only_c_full.csv,4,corroborated,2.35
krihs-re-kr-krihslibraryarticle,한국완료,744,744,count_crawl,lower_bound,0,,0.0,0,0.0,744,capacity_final.csv,7,unchanged,0.0
krihs-re-kr-krihslibraryreport,한국완료,168,150,count_crawl,exact,-18,,0.1131,17,0.0,150,capacity_final.csv,10,unchanged,0.0
krivet-re-kr,한국완료,1,518,count_timeout,lower_bound,517,,0.0,299,1.64,1232,count_only_c_full.csv,4,corroborated,3.9
krivet-re-kr-kor,한국완료,500,450,count_timeout,lower_bound,-50,,0.0,0,0.0,553,count_only_c_full.csv,4,corroborated,0.0
kwdi-re-kr-plaza,한국완료,819,276,count_timeout,lower_bound,-543,,0.9512,263,0.18,603,exact_probe.csv,1,single_source,0.39
kwdi-re-kr-publications,한국완료,500,423,count_timeout,lower_bound,-77,,0.922,390,1.29,629,count_only_c_full.csv,5,corroborated,1.92
lavoro-gov-it-stampa-e-media,Italy Ministries,340,294,count_timeout,lower_bound,-46,,0.0059,2,0.0,1761,big_totals.csv,1,single_source,0.0
lecese-fr-espace-presse,French Public Institutions,500,451,count_timeout,lower_bound,-49,,0.922,416,0.12,676,count_only_c_full.csv,4,corroborated,0.18
lenus-ie-browse,Irish Research Centers,168,47138,api_dspace_rest7,exact,46970,,0.869,40965,69.61,47138,capacity_final.csv,5,unchanged,69.61
lib-cssn-cn-zy,중국 완료,204,204,count_crawl,exact,0,,0.0,0,0.0,204,capacity_final.csv,10,unchanged,0.0
library-kwrwater-nl-en,Dutch Research Centers,51,100,api_html_count_regex,exact,49,,0.0,0,0.0,5920,crawler_health_probe308.csv,2,corroborated,0.0
libreria-educacion-gob-es-p,Spain Ministries,330,152,count_timeout,lower_bound,-178,,0.897,136,2.02,350,count_only_c_full.csv,4,corroborated,4.65
llnl-gov-news,American Research Institutes,3537,,,unmeasured,,zero_parsed,0.0,,,5250,count_only_c_full.csv,3,corroborated,15.58
lne-fr-fr,French Research Institutes,40,42,api_html_count_regex,exact,2,,0.0,0,0.0,42,capacity_final.csv,3,unchanged,0.0
mafra-go-kr-home,한국완료,761,401,count_timeout,lower_bound,-360,,1.0,401,0.13,5104,count_only_c_full.csv,1,single_source,1.65
marine-ie-site-area,Irish Research Centers,24,,,unmeasured,,fetch_fail,1.0,,,14,count_only_c_full.csv,5,corroborated,0.04
masaf-gov-it-flex,Italy Ministries,601,465,count_timeout,lower_bound,-136,,0.0,0,0.0,922,count_only_capped_1h.csv,4,corroborated,0.0
mbie-govt-nz-building-and-energy,뉴질랜드완료,80,18,count_crawl,exact,-62,,0.975,18,0.02,18,capacity_final.csv,1,unchanged,0.02
mef-gov-it-ufficio-stampa,Italy Ministries,204,122,api_html_count_regex,exact,-82,,0.951,116,0.02,209,full_survey_totals.csv,1,single_source,0.03
mem-gov-cn-fw,중국 완료,62,63,count_crawl,exact,1,,0.0,0,0.0,63,capacity_final.csv,6,unchanged,0.0
mentalhealthcommission-ca-resources,Canadian Research Centers,589,616,custom_api,exact,27,,0.0543,33,0.06,616,capacity_final.csv,3,unchanged,0.06
meri-belspo-be-site,벨기에완료,21,21,count_crawl,exact,0,,0.8571,18,0.02,21,capacity_final.csv,11,unchanged,0.02
met-no-publikasjoner,Norway Research Centers,116,0,count_timeout,lower_bound,-116,,1.0,0,0.0,0,capacity_final.csv,0,unchanged,0.0
meteofrance-fr-actualite,French Research Institutes,94,97,count_crawl,exact,3,,0.9681,94,0.18,97,capacity_final.csv,6,unchanged,0.18
meteoswiss-admin-ch-services-and-publica,Switzerland Research Centers,440,1574,custom_api,exact,1134,,0.9886,1556,6.16,1574,capacity_final.csv,6,unchanged,6.16
mfat-govt-nz-en,뉴질랜드완료,11,1,count_timeout,lower_bound,-10,,0.0,1,0.01,32,exact_probe.csv,1,single_source,0.32
mfds-go-kr-brd,한국완료,461,14,count_timeout,lower_bound,-447,,1.0,14,0.01,4798,exact_probe.csv,1,single_source,3.43
mi-se-arkiv,스웨덴 완료,632,469,api_wordpress_posts,exact,-163,,0.2104,99,0.24,469,capacity_final.csv,2,unchanged,0.24
migration-gov-gr-press,Greece Ministries,1618,7770,api_wordpress_posts,exact,6152,,0.0457,355,0.21,7770,capacity_final.csv,2,unchanged,0.21
miit-gov-cn-zc,중국 완료,104,104,custom_api,exact,0,,0.1538,16,0.01,104,capacity_final.csv,5,unchanged,0.01
miit-gov-cn-zwgk,중국 완료,26,26,count_crawl,exact,0,,0.0,0,0.0,26,capacity_final.csv,6,unchanged,0.0
mim-gov-it-web,Italy Ministries,41,20,count_crawl,exact,-21,,0.0732,1,0.0,20,capacity_final.csv,6,unchanged,0.0
mimit-gov-it-it,Italy Ministries,92,93,count_crawl,exact,1,,0.9565,89,0.34,93,capacity_final.csv,5,unchanged,0.34
minagric-gr-the-ministry-2,Greece Ministries,267,239,count_timeout,lower_bound,-28,,0.0,0,0.0,283,count_only_c_full.csv,4,corroborated,0.0
mindev-gov-gr-category,Greece Ministries,3514,4756,custom_api,exact,1242,,0.0495,235,0.2,4756,capacity_final.csv,3,unchanged,0.2
mindigital-gr-archives,Greece Ministries,675,479,count_timeout,lower_bound,-196,,0.0119,6,0.01,1224,count_only_c_full.csv,4,corroborated,0.03
minedu-gov-gr-grafeio-typoy-kai-di,Greece Ministries,404,,,unmeasured,,zero_parsed,0.2054,,,20,big_totals.csv,1,single_source,0.06
minfin-gov-gr-grafeio-typou,Greece Ministries,1797,,,unmeasured,,fetch_fail,0.0312,,,0,count_only_c_full.csv,0,single_source,0.0
ministeroturismo-gov-it-category,Italy Ministries,1014,2266,custom_api,exact,1252,,0.0828,188,0.81,2266,capacity_final.csv,3,unchanged,0.81
ministryofjustice-gr,Greece Ministries,261,262,count_timeout,lower_bound,1,,0.0,0,0.0,264,count_only_c_full.csv,5,corroborated,0.0
minrel-gob-cl-minrel,Chile Ministries,4547,530,count_timeout,lower_bound,-4017,,0.0097,5,0.01,4584,count_only_c_full.csv,1,single_source,0.09
minscfa-gov-gr-grafeio-typou,Greece Ministries,626,,,unmeasured,,fetch_fail,0.0096,,,0,count_only_c_full.csv,0,single_source,0.0
mintour-gov-gr-deltia-typoy,Greece Ministries,394,336,count_timeout,lower_bound,-58,,0.0051,2,0.0,2458,count_only_c_full.csv,1,single_source,0.0
miteco-gob-es-es,Spain Ministries,379,322,count_timeout,lower_bound,-57,,1.0,322,0.18,720,count_only_c_full.csv,4,corroborated,0.4
mivau-gob-es-el-ministerio,Spain Ministries,473,340,count_timeout,lower_bound,-133,,0.9133,311,0.1,4813,big_totals.csv,1,single_source,1.42
mma-go-kr-board,한국완료,616,430,count_timeout,lower_bound,-186,,0.9951,428,0.26,683,count_only_c_full.csv,5,corroborated,0.41
mnd-go-kr-user,한국완료,304,,,unmeasured,,zero_parsed,0.0,,,0,count_only_c_full.csv,0,single_source,0.0
mod-mil-gr-category,Greece Ministries,470,,,unmeasured,,zero_parsed,0.0,,,5197,count_only_c_full.csv,1,single_source,15.42
moe-go-kr-boardcnts,한국완료,1250,300,count_crawl,exact,-950,,0.9848,295,0.22,72852,exact_probe.csv,1,single_source,53.42
moe-gov-cn-jyb_sjzl,중국 완료,28,28,count_crawl,exact,0,,0.8214,23,0.01,28,capacity_final.csv,4,unchanged,0.01
moe-gov-cn-jyb_xwfb,중국 완료,418,405,count_timeout,lower_bound,-13,,0.0,0,0.0,422,count_only_c_full.csv,5,corroborated,0.0
moe-gov-cn-jyb_xxgk,중국 완료,18,18,count_crawl,exact,0,,0.0,10,0.05,18,capacity_final.csv,6,unchanged,0.05
moef-go-kr-nw,한국완료,683,522,count_timeout,lower_bound,-161,,0.8931,466,0.15,2000,count_only_capped_1h.csv,4,corroborated,0.57
mof-go-kr-doc,한국완료,624,365,count_timeout,lower_bound,-259,,1.0,365,0.12,104162,exact_probe.csv,1,single_source,34.25
mof-gov-cn-en,중국 완료,9,9,count_crawl,exact,0,,0.0,5,0.03,9,capacity_final.csv,11,unchanged,0.03
mofa-go-kr-www,한국완료,521,441,count_timeout,lower_bound,-80,,0.0,0,0.0,1348,count_only_c_full.csv,4,corroborated,0.0
mofe-go-kr-id,한국완료,133,3,count_timeout,lower_bound,-130,,0.0,0,0.0,1983,count_only_c_full.csv,1,single_source,0.0
mogef-go-kr-nw,한국완료,852,713,count_timeout,lower_bound,-139,,0.0,0,0.0,882,count_only_c_full.csv,1,single_source,0.0
moh-gov-gr-articles,Greece Ministries,5608,12,api_html_count_regex,exact,-5596,,0.0004,0,0.0,248,full_survey_totals.csv,1,single_source,0.0
mohrss-gov-cn-xxgk2020,중국 완료,19,19,count_crawl,exact,0,,0.0,11,0.06,19,capacity_final.csv,11,unchanged,0.06
mohw-go-kr-boardes,한국완료,920,456,count_timeout,lower_bound,-464,,1.0,456,0.16,1380,count_only_c_full.csv,1,single_source,0.48
mois-go-kr-frt,한국완료,1148,500,count_timeout,lower_bound,-648,,0.6211,311,0.36,2954,exact_probe.csv,1,single_source,2.13
moj-go-kr-moj,한국완료,793,,,unmeasured,,zero_parsed,0.9735,,,5373,count_only_c_full.csv,1,single_source,15.94
moleg-go-kr-boardes,한국완료,256,256,count_crawl,exact,0,,0.9922,254,2.87,256,capacity_final.csv,6,unchanged,2.87
molit-go-kr-usr,한국완료,390,335,count_timeout,lower_bound,-55,,1.0,335,0.14,834,count_only_c_full.csv,1,single_source,0.35
motir-go-kr-kor,한국완료,703,471,count_timeout,lower_bound,-232,,0.9986,470,0.47,41943,exact_probe.csv,1,single_source,41.85
mpi-govt-nz-about-mpi,뉴질랜드완료,14,,,unmeasured,,fetch_fail,0.0,,,3,reverify44.csv,1,single_source,0.01
mpi-govt-nz-resources-and-forms,뉴질랜드완료,35,35,count_crawl,exact,0,,0.0,0,0.0,35,capacity_final.csv,1,unchanged,0.0
mpva-go-kr-mpva,한국완료,590,508,count_timeout,lower_bound,-82,,1.0,508,0.19,9500,exact_probe.csv,2,corroborated,3.55
msd-govt-nz-about-msd-and-our-wo,뉴질랜드완료,16,17,count_crawl,exact,1,,0.5,10,0.01,17,capacity_final.csv,6,unchanged,0.01
msit-go-kr-bbs,한국완료,488,488,count_crawl,exact,0,,0.8996,439,2.79,488,capacity_final.csv,7,unchanged,2.79
mss-go-kr-site,한국완료,500,497,count_timeout,lower_bound,-3,,1.0,497,1.21,2125,count_only_c_full.csv,1,single_source,5.17
mva-gov-cn-gongkai,중국 완료,15,15,count_crawl,exact,0,,0.0,9,0.05,15,capacity_final.csv,6,unchanged,0.05
mwr-gov-cn-english,중국 완료,37,37,count_crawl,exact,0,,0.0,0,0.0,37,capacity_final.csv,6,unchanged,0.0
mwr-gov-cn-zwgk,중국 완료,18,18,count_crawl,exact,0,,0.0,10,0.05,18,capacity_final.csv,11,unchanged,0.05
naacc-go-kr-web,한국완료,334,338,count_crawl,exact,4,,0.994,336,4.69,338,capacity_final.csv,6,unchanged,4.69
nasa-gov-2025-news-releases,American Research Institutes,236,35278,api_wordpress_posts,exact,35042,,0.0,0,0.0,35278,capacity_final.csv,3,unchanged,0.0
nationalacademies-org-publications,French Research Institutes,184,236,custom_api,exact,52,,0.212,50,0.07,236,capacity_final.csv,3,unchanged,0.07
naturalengland-defra-opendata-arcgis-com-search,영국완료,167,24,api_html_count_regex,exact,-143,,0.0,0,0.0,184,full_survey_totals.csv,1,single_source,0.0
nbb-be-en,벨기에완료,15,15,count_crawl,exact,0,,1.0,9,0.06,15,capacity_final.csv,11,unchanged,0.06
ncats-nih-gov-news-events,American Research Institutes,19,7,count_crawl,exact,-12,,0.0,4,0.02,9,exact_probe.csv,1,single_source,0.03
nccih-nih-gov-news,American Research Institutes,57,50,count_crawl,exact,-7,,0.0175,1,0.0,54,count_only_c_full.csv,6,corroborated,0.0
ncha-gov-cn-col,중국 완료,117,117,count_crawl,exact,0,,1.0,117,0.24,117,capacity_final.csv,5,unchanged,0.24
ncri-ie-en,Irish Research Centers,104,104,count_crawl,exact,0,,0.9904,103,0.41,104,capacity_final.csv,10,unchanged,0.41
neac-gov-cn-seac,중국 완료,57,57,count_crawl,exact,0,,0.0,0,0.0,57,capacity_final.csv,6,unchanged,0.0
nec-go-kr-site,한국완료,175,0,count_timeout,lower_bound,-175,,1.0,0,0.0,2950,exact_probe.csv,1,single_source,8.75
nei-nih-gov-about,American Research Institutes,14,14,count_crawl,exact,0,,0.7143,8,0.02,14,capacity_final.csv,6,unchanged,0.02
nei-nih-gov-learn-about-eye-heal,American Research Institutes,88,93,api_html_count_regex,exact,5,,0.9205,86,0.18,93,capacity_final.csv,3,unchanged,0.18
nemertes-library-upatras-gr-browse,Greece Research Centers,127,31267,api_dspace_rest7,exact,31140,,1.0,31267,43.08,31267,capacity_final.csv,3,unchanged,43.08
nemertes-library-upatras-gr-search,Greece Research Centers,500,31267,api_dspace_rest7,exact,30767,,0.956,29891,101.29,31267,capacity_final.csv,6,unchanged,101.29
nersc-no-en,Norway Research Centers,349,24,count_crawl,exact,-325,,0.0,0,0.0,1028,count_only_c_full.csv,1,single_source,0.0
nesc-ie-publications,Irish Research Centers,121,121,count_crawl,exact,0,,0.9917,120,0.28,121,capacity_final.csv,8,unchanged,0.28
netl-doe-gov-advsearch,American Research Institutes,28,,,unmeasured,,zero_parsed,1.0,,,2,exact_probe.csv,1,single_source,0.01
netl-doe-gov-energy-analysis,American Research Institutes,97,97,count_crawl,exact,0,,0.9897,96,0.51,97,capacity_final.csv,6,unchanged,0.51
netl-doe-gov-fecm-external-r-and-,American Research Institutes,343,33,count_timeout,lower_bound,-310,,0.895,30,0.34,456,count_only_c_full.csv,1,single_source,4.7
netl-doe-gov-search-r-d-publicati,American Research Institutes,729,358,count_timeout,lower_bound,-371,,0.9328,334,1.07,760,count_only_c_full.csv,1,single_source,2.27
news-admin-ch-en,Switzerland Departments,0,,,unmeasured,,fetch_fail,,,,1014,count_only_c_full.csv,1,single_source,3.01
news-fnal-gov-category,American Research Institutes,374,3286,api_wordpress_posts,exact,2912,,0.0481,158,0.7,3286,capacity_final.csv,2,unchanged,0.7
newsreleases-sandia-gov-archives-by-year,American Research Institutes,2044,2046,custom_api,exact,2,,0.0,0,0.0,2046,capacity_final.csv,3,unchanged,0.0
nfa-go-kr-nfa,한국완료,112,95,count_crawl,exact,-17,,0.9464,90,0.22,95,capacity_final.csv,6,unchanged,0.22
nfra-gov-cn-cn,중국 완료,726,,,unmeasured,,fetch_fail,0.5482,,,1373,count_only_totalscan.csv,2,corroborated,4.07
nhc-gov-cn-wjw,중국 완료,71,32,count_timeout,lower_bound,-39,,0.2958,9,0.02,71,count_only_c_full.csv,1,single_source,0.04
nhlbi-nih-gov-about,American Research Institutes,22,20,api_html_count_regex,exact,-2,,0.5909,12,0.02,22,full_survey_totals.csv,3,corroborated,0.02
nhlbi-nih-gov-resources,American Research Institutes,325,271,count_crawl,exact,-54,,0.9662,262,0.64,271,capacity_final.csv,8,unchanged,0.64
nhmrc-gov-au-publications,호주완료,232,,,unmeasured,,,0.8922,,,233,count_only_c_full.csv,1,single_source,0.69
nia-nih-gov-news,American Research Institutes,95,125,count_crawl,exact,30,,0.0316,4,0.02,125,capacity_final.csv,3,unchanged,0.02
niaaa-nih-gov-news-events,American Research Institutes,80,80,count_crawl,exact,0,,0.0,0,0.0,80,capacity_final.csv,6,unchanged,0.0
